longitude,latitude,date,sea,station,dataset
109.9969,18.4246,2021-12-13,南海,109.9969_18.4246,microalgae
109.9801,18.4246,2021-12-13,南海,109.9801_18.4246,microalgae
121.235,38.5048,2019-06-10,边界过渡区,121.235_38.5048,molecular
120.9662,37.9068,2019-06-10,边界过渡区,120.9662_37.9068,molecular
121.1092,38.235,2019-06-10,边界过渡区,121.1092_38.235,molecular
120.8257,39.2077,2019-06-11,渤海,120.8257_39.2077,molecular
121.4385,40.4092,2019-06-11,渤海,121.4385_40.4092,molecular
120.9508,39.9708,2019-06-11,渤海,120.9508_39.9708,molecular
120.1167,39.8502,2019-06-12,渤海,120.1167_39.8502,molecular
120.4678,39.5353,2019-06-12,渤海,120.4678_39.5353,molecular
120.2425,39.3123,2019-06-13,渤海,120.2425_39.3123,molecular
118.9505,39.0827,2019-06-14,渤海,118.9505_39.0827,molecular
118.95,38.5508,2019-06-14,渤海,118.95_38.5508,molecular
119.767,38.885,2019-06-14,渤海,119.767_38.885,molecular
119.0425,38.2325,2019-06-14,渤海,119.0425_38.2325,molecular
119.5,37.5,2019-06-15,渤海,119.5_37.5,molecular
119.94,37.75,2019-06-16,渤海,119.94_37.75,molecular
120.3,37.95,2019-06-16,渤海,120.3_37.95,molecular
123.8467,31.6997,2019-07-11,东海,123.8467_31.6997,molecular
122.666,32.0513,2019-07-11,黄海,122.666_32.0513,molecular
123.2545,31.8751,2019-07-11,东海,123.2545_31.8751,molecular
123.247,31.3201,2019-07-14,东海,123.247_31.3201,molecular
122.4609,31.5673,2019-07-14,东海,122.4609_31.5673,molecular
123.8504,31.1993,2019-07-14,东海,123.8504_31.1993,molecular
123.8449,30.7018,2019-07-15,东海,123.8449_30.7018,molecular
123.2588,30.8582,2019-07-15,东海,123.2588_30.8582,molecular
122.7819,31.0025,2019-07-15,东海,122.7819_31.0025,molecular
124.004,30.1224,2019-07-16,东海,124.004_30.1224,molecular
122.999,30.4177,2019-07-16,东海,122.999_30.4177,molecular
123.5053,30.2529,2019-07-16,东海,123.5053_30.2529,molecular
122.6286,29.3592,2019-07-17,东海,122.6286_29.3592,molecular
122.4195,29.0032,2019-07-17,东海,122.4195_29.0032,molecular
122.9324,29.8615,2019-07-17,东海,122.9324_29.8615,molecular
122.0,36.5,2019-07-21,黄海,122.0_36.5,molecular
123.0,36.5,2019-07-21,黄海,123.0_36.5,molecular
123.0,37.0,2019-07-21,黄海,123.0_37.0,molecular
120.297,26.417,2019-07-22,东海,120.297_26.417,molecular
120.85,26.03,2019-07-22,东海,120.85_26.03,molecular
121.5,36.5,2019-07-22,黄海,121.5_36.5,molecular
119.379,24.428,2019-07-23,边界过渡区,119.379_24.428,molecular
119.85,25.42,2019-07-23,东海,119.85_25.42,molecular
120.145,25.183,2019-07-23,东海,120.145_25.183,molecular
118.957,24.663,2019-07-23,边界过渡区,118.957_24.663,molecular
121.0,36.0,2019-07-23,黄海,121.0_36.0,molecular
122.0,36.0,2019-07-23,黄海,122.0_36.0,molecular
123.0,36.0,2019-07-23,黄海,123.0_36.0,molecular
121.5,35.0,2019-07-24,黄海,121.5_35.0,molecular
123.0,35.0,2019-07-24,黄海,123.0_35.0,molecular
118.344,24.267,2019-07-25,边界过渡区,118.344_24.267,molecular
118.602,23.9,2019-07-25,边界过渡区,118.602_23.9,molecular
120.5,35.0,2019-07-25,黄海,120.5_35.0,molecular
117.842,23.631,2019-07-26,边界过渡区,117.842_23.631,molecular
118.415,23.07,2019-07-26,南海,118.415_23.07,molecular
118.94,22.539,2019-07-26,南海,118.94_22.539,molecular
122.0,34.0,2019-07-26,黄海,122.0_34.0,molecular
123.0,34.0,2019-07-26,黄海,123.0_34.0,molecular
121.0,34.0,2019-07-26,黄海,121.0_34.0,molecular
117.812,22.72,2019-07-27,南海,117.812_22.72,molecular
118.42,22.116,2019-07-27,南海,118.42_22.116,molecular
117.205,23.292,2019-07-27,南海,117.205_23.292,molecular
121.75,33.0,2019-07-27,黄海,121.75_33.0,molecular
117.308,22.27,2019-07-28,南海,117.308_22.27,molecular
117.949,21.673,2019-07-28,南海,117.949_21.673,molecular
116.661,22.912,2019-07-28,南海,116.661_22.912,molecular
123.0,33.0,2019-07-28,黄海,123.0_33.0,molecular
111.1025,19.9994,2020-06-01,南海,111.1025_19.9994,molecular
111.2828,19.9992,2020-06-01,南海,111.2828_19.9992,molecular
111.6536,19.9994,2020-06-01,南海,111.6536_19.9994,molecular
112.0344,19.9981,2020-06-01,南海,112.0344_19.9981,molecular
111.4694,19.9997,2020-06-01,南海,111.4694_19.9997,molecular
111.8453,19.9994,2020-06-01,南海,111.8453_19.9994,molecular
111.4172,19.0997,2020-06-03,南海,111.4172_19.0997,molecular
111.5908,19.0006,2020-06-03,南海,111.5908_19.0006,molecular
111.2461,19.2022,2020-06-03,南海,111.2461_19.2022,molecular
111.0697,19.3039,2020-06-03,南海,111.0697_19.3039,molecular
110.8986,19.4067,2020-06-03,南海,110.8986_19.4067,molecular
111.3033,18.2981,2020-06-04,南海,111.3033_18.2981,molecular
111.1008,18.4972,2020-06-04,南海,111.1008_18.4972,molecular
110.9017,18.7019,2020-06-08,南海,110.9017_18.7019,molecular
110.6981,18.9061,2020-06-08,南海,110.6981_18.9061,molecular
110.4236,18.1281,2020-06-09,南海,110.4236_18.1281,molecular
110.2744,18.3747,2020-06-09,南海,110.2744_18.3747,molecular
110.5753,17.8733,2020-06-09,南海,110.5753_17.8733,molecular
110.7267,17.6208,2020-06-09,南海,110.7267_17.6208,molecular
112.7111,20.64,2020-06-11,南海,112.7111_20.64,molecular
112.6136,20.8819,2020-06-11,南海,112.6136_20.8819,molecular
112.4172,21.3733,2020-06-11,南海,112.4172_21.3733,molecular
112.5147,21.1289,2020-06-11,南海,112.5147_21.1289,molecular
112.3214,21.6147,2020-06-11,南海,112.3214_21.6147,molecular
112.9792,21.8197,2020-06-12,南海,112.9792_21.8197,molecular
113.0797,21.5836,2020-06-18,南海,113.0797_21.5836,molecular
113.2725,21.09,2020-06-18,南海,113.2725_21.09,molecular
113.1756,21.3372,2020-06-18,南海,113.1756_21.3372,molecular
113.8403,21.5747,2020-06-19,南海,113.8403_21.5747,molecular
113.3719,20.845,2020-06-19,南海,113.3719_20.845,molecular
113.645,22.0681,2020-06-19,南海,113.645_22.0681,molecular
113.7431,21.8247,2020-06-19,南海,113.7431_21.8247,molecular
114.4358,21.9825,2020-06-20,南海,114.4358_21.9825,molecular
113.9381,21.325,2020-06-20,南海,113.9381_21.325,molecular
114.0333,21.0667,2020-06-20,南海,114.0333_21.0667,molecular
114.3411,22.2233,2020-06-20,南海,114.3411_22.2233,molecular
114.9919,22.4747,2020-06-21,南海,114.9919_22.4747,molecular
114.5333,21.7333,2020-06-21,南海,114.5333_21.7333,molecular
114.6167,21.4833,2020-06-21,南海,114.6167_21.4833,molecular
114.7167,21.2333,2020-06-21,南海,114.7167_21.2333,molecular
115.1883,21.9961,2020-06-22,南海,115.1883_21.9961,molecular
115.2831,21.7556,2020-06-22,南海,115.2831_21.7556,molecular
115.3806,21.5122,2020-06-22,南海,115.3806_21.5122,molecular
115.0892,22.2433,2020-06-22,南海,115.0892_22.2433,molecular
115.7886,22.4028,2020-06-23,南海,115.7886_22.4028,molecular
115.6897,22.6494,2020-06-23,南海,115.6897_22.6494,molecular
115.8853,22.1586,2020-06-23,南海,115.8853_22.1586,molecular
115.9831,21.915,2020-06-23,南海,115.9831_21.915,molecular
116.0667,21.6667,2020-06-23,南海,116.0667_21.6667,molecular
116.45,22.6,2020-06-24,南海,116.45_22.6,molecular
116.35,22.8333,2020-06-24,南海,116.35_22.8333,molecular
116.7508,21.8642,2020-06-24,南海,116.7508_21.8642,molecular
116.5514,22.3589,2020-06-24,南海,116.5514_22.3589,molecular
116.6514,22.1125,2020-06-24,南海,116.6514_22.1125,molecular
117.4161,22.1056,2020-06-24,南海,117.4161_22.1056,molecular
117.3194,22.3567,2020-06-25,南海,117.3194_22.3567,molecular
117.0131,23.0878,2020-06-25,南海,117.0131_23.0878,molecular
117.2167,22.6,2020-06-25,南海,117.2167_22.6,molecular
117.1239,22.8467,2020-06-25,南海,117.1239_22.8467,molecular
114.7825,21.8444,2020-06-26,南海,114.7825_21.8444,molecular
115.0544,21.1497,2020-06-26,南海,115.0544_21.1497,molecular
114.9186,21.4975,2020-06-26,南海,114.9186_21.4975,molecular
114.6425,22.19,2020-06-26,南海,114.6425_22.19,molecular
115.1833,20.8,2020-06-27,南海,115.1833_20.8,molecular
114.3911,20.7825,2020-06-28,南海,114.3911_20.7825,molecular
114.2503,21.1233,2020-06-28,南海,114.2503_21.1233,molecular
114.1117,21.4769,2020-06-28,南海,114.1117_21.4769,molecular
113.9875,21.7933,2020-06-28,南海,113.9875_21.7933,molecular
114.5167,20.4167,2020-06-28,南海,114.5167_20.4167,molecular
113.2667,21.5,2020-06-29,南海,113.2667_21.5,molecular
113.5567,20.8078,2020-06-29,南海,113.5567_20.8078,molecular
113.4167,21.15,2020-06-29,南海,113.4167_21.15,molecular
113.6978,20.4575,2020-06-29,南海,113.6978_20.4575,molecular
113.8367,20.0444,2020-06-29,南海,113.8367_20.0444,molecular
111.8711,20.9375,2020-07-02,南海,111.8711_20.9375,molecular
111.5167,21.15,2020-07-02,南海,111.5167_21.15,molecular
112.0142,20.7106,2020-07-02,南海,112.0142_20.7106,molecular
111.5831,21.4017,2020-07-02,南海,111.5831_21.4017,molecular
111.3,20.5833,2020-07-03,南海,111.3_20.5833,molecular
111.0114,21.0631,2020-07-03,南海,111.0114_21.0631,molecular
110.8683,21.2964,2020-07-03,南海,110.8683_21.2964,molecular
111.1572,20.8286,2020-07-03,南海,111.1572_20.8286,molecular
116.0,18.67,2020-07-26,南海,116.0_18.67,molecular
115.0,18.67,2020-07-26,南海,115.0_18.67,molecular
114.0,18.67,2020-07-26,南海,114.0_18.67,molecular
112.4,19.48,2020-07-27,南海,112.4_19.48,molecular
112.7,19.07,2020-07-27,南海,112.7_19.07,molecular
111.57,18.92,2020-07-27,南海,111.57_18.92,molecular
113.0,18.67,2020-07-27,南海,113.0_18.67,molecular
112.19,18.09,2020-07-28,南海,112.19_18.09,molecular
113.0,17.67,2020-07-28,南海,113.0_17.67,molecular
114.0,17.67,2020-07-28,南海,114.0_17.67,molecular
116.0,17.67,2020-07-29,南海,116.0_17.67,molecular
116.0,16.67,2020-07-29,南海,116.0_16.67,molecular
115.0,17.67,2020-07-29,南海,115.0_17.67,molecular
115.0,16.67,2020-07-29,南海,115.0_16.67,molecular
114.0,16.67,2020-07-30,南海,114.0_16.67,molecular
113.0,16.67,2020-07-30,南海,113.0_16.67,molecular
112.0,16.67,2020-07-30,南海,112.0_16.67,molecular
110.81,18.29,2020-08-04,南海,110.81_18.29,molecular
111.41,17.48,2020-08-05,南海,111.41_17.48,molecular
115.0,15.67,2020-08-06,南海,115.0_15.67,molecular
116.0,15.67,2020-08-06,南海,116.0_15.67,molecular
113.6,15.67,2020-08-07,南海,113.6_15.67,molecular
113.0,15.67,2020-08-07,南海,113.0_15.67,molecular
112.0,15.67,2020-08-08,南海,112.0_15.67,molecular
111.67,16.08,2020-08-08,南海,111.67_16.08,molecular
110.32,17.95,2020-08-09,南海,110.32_17.95,molecular
110.998,17.04,2020-08-09,南海,110.998_17.04,molecular
108.8133,21.1028,2020-11-02,南海,108.8133_21.1028,molecular
109.543,20.997,2020-11-02,南海,109.543_20.997,molecular
108.291,21.07,2020-11-02,南海,108.291_21.07,molecular
109.5441,21.4187,2020-11-04,南海,109.5441_21.4187,molecular
109.0864,21.3806,2020-11-04,南海,109.0864_21.3806,molecular
108.2831,21.4609,2020-11-05,南海,108.2831_21.4609,molecular
108.4716,21.5031,2020-11-05,南海,108.4716_21.5031,molecular
108.7294,21.5243,2020-11-05,南海,108.7294_21.5243,molecular
108.1516,21.4878,2020-11-06,南海,108.1516_21.4878,molecular
109.0015,21.4463,2020-11-07,南海,109.0015_21.4463,molecular
122.7,30.0,2021-04-02,东海,122.7_30.0,molecular
122.28,28.63,2021-04-02,东海,122.28_28.63,molecular
121.63,27.8,2021-04-02,东海,121.63_27.8,molecular
122.81,29.62,2021-04-02,东海,122.81_29.62,molecular
120.93,27.0,2021-04-03,东海,120.93_27.0,molecular
121.53,26.63,2021-04-03,东海,121.53_26.63,molecular
122.12,26.27,2021-04-03,东海,122.12_26.27,molecular
125.34,29.28,2021-04-08,东海,125.34_29.28,molecular
124.12,28.09,2021-04-08,东海,124.12_28.09,molecular
123.07,27.35,2021-04-08,东海,123.07_27.35,molecular
125.1,30.0,2021-04-09,东海,125.1_30.0,molecular
125.9,30.0,2021-04-09,东海,125.9_30.0,molecular
124.3,30.0,2021-04-10,东海,124.3_30.0,molecular
123.5,30.0,2021-04-10,东海,123.5_30.0,molecular
123.94,29.02,2021-04-13,东海,123.94_29.02,molecular
123.37,29.32,2021-04-13,东海,123.37_29.32,molecular
124.5,28.72,2021-04-13,东海,124.5_28.72,molecular
122.88,28.31,2021-04-17,东海,122.88_28.31,molecular
123.48,28.0,2021-04-17,东海,123.48_28.0,molecular
122.17,27.45,2021-04-19,东海,122.17_27.45,molecular
122.7,27.1,2021-04-19,东海,122.7_27.1,molecular
108.99,20.0585,2021-08-08,南海,108.99_20.0585,molecular
109.6136,20.0697,2021-08-08,南海,109.6136_20.0697,molecular
109.423,20.0582,2021-08-08,南海,109.423_20.0582,molecular
110.5135,20.3354,2021-08-08,南海,110.5135_20.3354,molecular
109.3226,20.3356,2021-08-09,南海,109.3226_20.3356,molecular
108.8596,19.6547,2021-08-09,南海,108.8596_19.6547,molecular
109.5789,21.3427,2021-08-10,南海,109.5789_21.3427,molecular
109.5211,21.1213,2021-08-10,南海,109.5211_21.1213,molecular
109.451,20.8753,2021-08-10,南海,109.451_20.8753,molecular
109.2059,21.0109,2021-08-10,南海,109.2059_21.0109,molecular
109.2481,21.2352,2021-08-10,南海,109.2481_21.2352,molecular
109.1409,20.7845,2021-08-10,南海,109.1409_20.7845,molecular
108.8197,20.7835,2021-08-11,南海,108.8197_20.7835,molecular
108.6253,21.503,2021-08-11,南海,108.6253_21.503,molecular
108.5792,21.0265,2021-08-11,南海,108.5792_21.0265,molecular
108.5445,20.785,2021-08-11,南海,108.5445_20.785,molecular
108.6157,21.2909,2021-08-11,南海,108.6157_21.2909,molecular
108.9099,21.2552,2021-08-11,南海,108.9099_21.2552,molecular
108.8688,21.0302,2021-08-11,南海,108.8688_21.0302,molecular
108.5068,20.6092,2021-08-12,南海,108.5068_20.6092,molecular
108.2161,21.4087,2021-08-12,南海,108.2161_21.4087,molecular
108.2663,21.1733,2021-08-12,南海,108.2663_21.1733,molecular
108.3297,20.9415,2021-08-12,南海,108.3297_20.9415,molecular
109.0948,20.605,2021-08-13,南海,109.0948_20.605,molecular
110.1617,20.1253,2021-08-15,南海,110.1617_20.1253,molecular
109.6439,20.3347,2021-08-15,南海,109.6439_20.3347,molecular
109.5712,20.6025,2021-08-15,南海,109.5712_20.6025,molecular
110.4091,20.1667,2021-08-15,南海,110.4091_20.1667,molecular
109.8032,20.11,2021-08-15,南海,109.8032_20.11,molecular
109.6369,17.7812,2021-09-19,南海,109.6369_17.7812,molecular
109.6365,17.2035,2021-09-19,南海,109.6365_17.2035,molecular
109.6304,18.0839,2021-09-19,南海,109.6304_18.0839,molecular
109.6336,17.5071,2021-09-19,南海,109.6336_17.5071,molecular
109.1247,17.7724,2021-09-20,南海,109.1247_17.7724,molecular
109.1818,18.0536,2021-09-20,南海,109.1818_18.0536,molecular
109.0675,17.4963,2021-09-20,南海,109.0675_17.4963,molecular
109.0151,17.2389,2021-09-20,南海,109.0151_17.2389,molecular
108.774,18.115,2021-09-20,南海,108.774_18.115,molecular
108.4419,17.6476,2021-09-21,南海,108.4419_17.6476,molecular
108.4645,18.3398,2021-09-21,南海,108.4645_18.3398,molecular
108.6185,17.8992,2021-09-21,南海,108.6185_17.8992,molecular
108.1486,18.1216,2021-09-21,南海,108.1486_18.1216,molecular
107.9898,18.0354,2021-09-21,南海,107.9898_18.0354,molecular
108.2311,18.6763,2021-09-22,南海,108.2311_18.6763,molecular
107.4875,18.6562,2021-09-22,南海,107.4875_18.6562,molecular
108.5047,18.692,2021-09-22,南海,108.5047_18.692,molecular
107.8833,18.6517,2021-09-22,南海,107.8833_18.6517,molecular
107.6432,19.1615,2021-09-23,南海,107.6432_19.1615,molecular
108.5048,19.0863,2021-09-23,南海,108.5048_19.0863,molecular
108.1263,19.1167,2021-09-23,南海,108.1263_19.1167,molecular
107.3697,19.191,2021-09-23,南海,107.3697_19.191,molecular
108.6186,19.3539,2021-09-23,南海,108.6186_19.3539,molecular
108.2773,19.4663,2021-09-24,南海,108.2773_19.4663,molecular
107.8336,19.6065,2021-09-24,南海,107.8336_19.6065,molecular
108.41,20.0498,2021-09-25,南海,108.41_20.0498,molecular
108.306,19.8855,2021-09-25,南海,108.306_19.8855,molecular
108.1116,19.9678,2021-09-25,南海,108.1116_19.9678,molecular
108.6329,19.7406,2021-09-25,南海,108.6329_19.7406,molecular
109.4921,20.3372,2021-09-26,南海,109.4921_20.3372,molecular
108.7616,20.3331,2021-09-26,南海,108.7616_20.3331,molecular
122.8,38.75,2021-11-05,黄海,122.8_38.75,molecular
122.75,37.51,2021-11-05,黄海,122.75_37.51,molecular
123.35,38.26,2021-11-05,黄海,123.35_38.26,molecular
123.95,39.01,2021-11-05,黄海,123.95_39.01,molecular
123.65,38.64,2021-11-05,黄海,123.65_38.64,molecular
123.05,37.89,2021-11-05,黄海,123.05_37.89,molecular
123.9,39.57,2021-11-05,黄海,123.9_39.57,molecular
122.3,38.75,2021-11-05,黄海,122.3_38.75,molecular
123.2,38.75,2021-11-05,黄海,123.2_38.75,molecular
119.75,25.4,2019-05-26,东海,119.75_25.4,animal_toxin
121.77,32.03,2020-05-19,黄海,121.77_32.03,animal_toxin
121.78,31.99,2020-05-19,东海,121.78_31.99,animal_toxin
121.85,31.95,2020-05-19,东海,121.85_31.95,animal_toxin
121.86,31.91,2020-05-19,东海,121.86_31.91,animal_toxin
121.91,31.8,2020-05-19,东海,121.91_31.8,animal_toxin
121.91,31.84,2020-05-19,东海,121.91_31.84,animal_toxin
122.05,31.69,2020-05-19,东海,122.05_31.69,animal_toxin
122.07,31.67,2020-05-19,东海,122.07_31.67,animal_toxin
119.7495,26.6216,2020-05-25,东海,119.7495_26.6216,animal_toxin
119.8052,26.562,2020-05-25,东海,119.8052_26.562,animal_toxin
122.7492,30.7305,2020-05-25,东海,122.7492_30.7305,animal_toxin
122.7492,30.7308,2020-05-25,东海,122.7492_30.7308,animal_toxin
122.7728,30.7094,2020-05-25,东海,122.7728_30.7094,animal_toxin
122.8242,30.7103,2020-05-25,东海,122.8242_30.7103,animal_toxin
119.8737,26.3704,2020-05-26,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2020-05-26,东海,119.9055_26.4207,animal_toxin
117.3349,23.6051,2020-05-27,边界过渡区,117.3349_23.6051,animal_toxin
117.7024,23.942,2020-05-27,边界过渡区,117.7024_23.942,animal_toxin
121.05,32.47,2020-05-27,黄海,121.05_32.47,animal_toxin
121.05,32.39,2020-05-27,黄海,121.05_32.39,animal_toxin
121.06,32.48,2020-05-27,黄海,121.06_32.48,animal_toxin
121.45,32.31,2020-05-27,黄海,121.45_32.31,animal_toxin
121.47,32.32,2020-05-27,黄海,121.47_32.32,animal_toxin
121.59,32.36,2020-05-27,黄海,121.59_32.36,animal_toxin
117.5272,23.7634,2020-05-28,边界过渡区,117.5272_23.7634,animal_toxin
117.5611,23.7438,2020-05-28,边界过渡区,117.5611_23.7438,animal_toxin
118.04,39.14,2020-06-10,渤海,118.04_39.14,animal_toxin
118.08,39.13,2020-06-10,渤海,118.08_39.13,animal_toxin
118.08,39.07,2020-06-10,渤海,118.08_39.07,animal_toxin
118.09,39.15,2020-06-10,渤海,118.09_39.15,animal_toxin
118.1,39.14,2020-06-10,渤海,118.1_39.14,animal_toxin
119.1,39.22,2020-06-10,渤海,119.1_39.22,animal_toxin
119.13,39.27,2020-06-10,渤海,119.13_39.27,animal_toxin
119.14,39.27,2020-06-10,渤海,119.14_39.27,animal_toxin
119.29,39.56,2020-06-10,渤海,119.29_39.56,animal_toxin
119.3,39.38,2020-06-10,渤海,119.3_39.38,animal_toxin
119.3,39.57,2020-06-10,渤海,119.3_39.57,animal_toxin
119.32,39.41,2020-06-10,渤海,119.32_39.41,animal_toxin
119.39,39.09,2020-06-10,渤海,119.39_39.09,animal_toxin
119.42,39.75,2020-06-10,渤海,119.42_39.75,animal_toxin
119.45,39.78,2020-06-10,渤海,119.45_39.78,animal_toxin
120.45,40.33,2020-08-13,渤海,120.45_40.33,animal_toxin
121.28,40.5,2020-08-13,渤海,121.28_40.5,animal_toxin
117.5272,23.7634,2020-08-16,边界过渡区,117.5272_23.7634,animal_toxin
117.5611,23.7438,2020-08-16,边界过渡区,117.5611_23.7438,animal_toxin
117.3349,23.6051,2020-08-17,边界过渡区,117.3349_23.6051,animal_toxin
117.7024,23.942,2020-08-17,边界过渡区,117.7024_23.942,animal_toxin
119.7495,26.6216,2020-08-18,东海,119.7495_26.6216,animal_toxin
119.8737,26.3704,2020-08-18,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2020-08-18,东海,119.9055_26.4207,animal_toxin
122.7492,30.7308,2020-08-18,东海,122.7492_30.7308,animal_toxin
122.7492,30.7305,2020-08-18,东海,122.7492_30.7305,animal_toxin
122.7728,30.7094,2020-08-18,东海,122.7728_30.7094,animal_toxin
122.8242,30.7103,2020-08-18,东海,122.8242_30.7103,animal_toxin
117.3349,23.6051,2020-11-02,边界过渡区,117.3349_23.6051,animal_toxin
117.7024,23.942,2020-11-02,边界过渡区,117.7024_23.942,animal_toxin
117.5272,23.7634,2020-11-03,边界过渡区,117.5272_23.7634,animal_toxin
117.5611,23.7438,2020-11-03,边界过渡区,117.5611_23.7438,animal_toxin
119.7495,26.6216,2020-11-04,东海,119.7495_26.6216,animal_toxin
119.8052,26.562,2020-11-04,东海,119.8052_26.562,animal_toxin
119.8737,26.3704,2020-11-04,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2020-11-04,东海,119.9055_26.4207,animal_toxin
122.7492,30.7305,2020-11-06,东海,122.7492_30.7305,animal_toxin
122.7492,30.7308,2020-11-06,东海,122.7492_30.7308,animal_toxin
122.8242,30.7103,2020-11-06,东海,122.8242_30.7103,animal_toxin
122.7728,30.7094,2020-11-07,东海,122.7728_30.7094,animal_toxin
122.7492,30.7308,2021-03-22,东海,122.7492_30.7308,animal_toxin
122.7492,30.7305,2021-03-22,东海,122.7492_30.7305,animal_toxin
122.8242,30.7103,2021-03-22,东海,122.8242_30.7103,animal_toxin
122.7728,30.7094,2021-03-23,东海,122.7728_30.7094,animal_toxin
119.7495,26.6216,2021-03-24,东海,119.7495_26.6216,animal_toxin
119.8052,26.562,2021-03-24,东海,119.8052_26.562,animal_toxin
119.8737,26.3704,2021-03-25,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2021-03-25,东海,119.9055_26.4207,animal_toxin
117.3349,23.6051,2021-03-26,边界过渡区,117.3349_23.6051,animal_toxin
117.5272,23.7634,2021-03-26,边界过渡区,117.5272_23.7634,animal_toxin
117.5611,23.7438,2021-03-26,边界过渡区,117.5611_23.7438,animal_toxin
117.7024,23.942,2021-03-26,边界过渡区,117.7024_23.942,animal_toxin
110.417,21.1862,2021-04-14,南海,110.417_21.1862,animal_toxin
111.2397,21.4824,2021-04-14,南海,111.2397_21.4824,animal_toxin
113.5801,22.2808,2021-04-14,南海,113.5801_22.2808,animal_toxin
114.3114,22.5969,2021-04-15,南海,114.3114_22.5969,animal_toxin
111.833,21.5762,2021-04-16,南海,111.833_21.5762,animal_toxin
115.3645,22.7617,2021-04-16,南海,115.3645_22.7617,animal_toxin
116.3179,22.9615,2021-04-17,南海,116.3179_22.9615,animal_toxin
116.6767,23.3384,2021-04-18,南海,116.6767_23.3384,animal_toxin
109.4832,21.4575,2021-04-21,南海,109.4832_21.4575,animal_toxin
108.7343,21.6346,2021-05-05,南海,108.7343_21.6346,animal_toxin
117.3349,23.6051,2021-05-24,边界过渡区,117.3349_23.6051,animal_toxin
117.5272,23.7634,2021-05-24,边界过渡区,117.5272_23.7634,animal_toxin
117.5611,23.7438,2021-05-24,边界过渡区,117.5611_23.7438,animal_toxin
117.7024,23.942,2021-05-24,边界过渡区,117.7024_23.942,animal_toxin
119.7495,26.6216,2021-05-25,东海,119.7495_26.6216,animal_toxin
119.8052,26.562,2021-05-25,东海,119.8052_26.562,animal_toxin
119.8737,26.3704,2021-05-26,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2021-05-26,东海,119.9055_26.4207,animal_toxin
122.7492,30.7308,2021-05-27,东海,122.7492_30.7308,animal_toxin
122.7492,30.7305,2021-05-27,东海,122.7492_30.7305,animal_toxin
122.8242,30.7103,2021-05-27,东海,122.8242_30.7103,animal_toxin
122.7728,30.7094,2021-05-28,东海,122.7728_30.7094,animal_toxin
119.7495,26.6216,2021-07-28,东海,119.7495_26.6216,animal_toxin
119.8052,26.562,2021-07-28,东海,119.8052_26.562,animal_toxin
119.8737,26.3704,2021-07-29,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2021-07-29,东海,119.9055_26.4207,animal_toxin
117.3349,23.6051,2021-07-30,边界过渡区,117.3349_23.6051,animal_toxin
117.5272,23.7634,2021-07-30,边界过渡区,117.5272_23.7634,animal_toxin
117.5611,23.7438,2021-07-30,边界过渡区,117.5611_23.7438,animal_toxin
117.7024,23.942,2021-07-30,边界过渡区,117.7024_23.942,animal_toxin
122.7492,30.7305,2021-08-01,东海,122.7492_30.7305,animal_toxin
122.7492,30.7308,2021-08-01,东海,122.7492_30.7308,animal_toxin
122.7728,30.7094,2021-08-01,东海,122.7728_30.7094,animal_toxin
122.8242,30.7103,2021-08-01,东海,122.8242_30.7103,animal_toxin
117.3349,23.6051,2021-10-18,边界过渡区,117.3349_23.6051,animal_toxin
117.5272,23.7634,2021-10-18,边界过渡区,117.5272_23.7634,animal_toxin
117.7024,23.942,2021-10-18,边界过渡区,117.7024_23.942,animal_toxin
119.7495,26.6216,2021-10-19,东海,119.7495_26.6216,animal_toxin
119.8052,26.562,2021-10-19,东海,119.8052_26.562,animal_toxin
119.8737,26.3704,2021-10-20,东海,119.8737_26.3704,animal_toxin
119.9055,26.4207,2021-10-20,东海,119.9055_26.4207,animal_toxin
122.7492,30.7305,2021-10-21,东海,122.7492_30.7305,animal_toxin
122.7492,30.7308,2021-10-21,东海,122.7492_30.7308,animal_toxin
122.8242,30.7103,2021-10-21,东海,122.8242_30.7103,animal_toxin
122.7728,30.7094,2021-10-22,东海,122.7728_30.7094,animal_toxin
120.97,37.91,2019-06-10,边界过渡区,120.97_37.91,water_toxin
121.11,38.24,2019-06-10,边界过渡区,121.11_38.24,water_toxin
121.24,38.5,2019-06-10,边界过渡区,121.24_38.5,water_toxin
121.44,40.41,2019-06-11,渤海,121.44_40.41,water_toxin
120.83,39.21,2019-06-11,渤海,120.83_39.21,water_toxin
120.95,39.97,2019-06-11,渤海,120.95_39.97,water_toxin
120.47,39.54,2019-06-12,渤海,120.47_39.54,water_toxin
120.12,39.85,2019-06-12,渤海,120.12_39.85,water_toxin
120.24,39.31,2019-06-13,渤海,120.24_39.31,water_toxin
118.95,39.08,2019-06-14,渤海,118.95_39.08,water_toxin
118.96,38.55,2019-06-14,渤海,118.96_38.55,water_toxin
119.77,38.89,2019-06-14,渤海,119.77_38.89,water_toxin
119.04,38.23,2019-06-14,渤海,119.04_38.23,water_toxin
119.54,37.57,2019-06-15,渤海,119.54_37.57,water_toxin
